Wall time,Step,Value
1561391151.0651107,0,0.006885774899274111
1561391151.065217,0,0.007646756246685982
1561391151.067433,0,0.004873950500041246
1561391151.0691824,0,0.005116728134453297
1561391151.0746384,0,0.006459328345954418
1561391151.075487,0,0.006507025100290775
1561391151.0807848,0,0.006206583697348833
1561391151.0815103,0,0.006272844038903713
1561391151.0832694,0,0.006038090214133263
1561391151.0849013,0,0.005764373112469912
1561391151.087682,0,0.006823791190981865
1561391151.087746,0,0.007369155064225197
1561391151.0885484,0,0.006944321095943451
1561391151.098026,0,0.005908917635679245
1561391151.1009264,0,0.006686308421194553
1561391151.1024911,0,0.00667888019233942
1561391151.1077,0,0.009333671070635319
1561391151.111388,0,0.007485068403184414
1561391151.1121635,0,0.007140358444303274
1561391151.1164432,0,0.0057007973082363605
1561391151.1173797,0,0.005333760753273964
1561391151.11977,0,0.005567270331084728
1561391151.1233916,0,0.007130320183932781
1561391151.124174,0,0.007421927526593208
1561391151.1285012,0,0.007392075378447771
1561391151.12953,0,0.007748805917799473
1561391216.7834158,1,0.006064999848604202
1561391216.7836273,1,0.006336060352623463
1561391216.785811,1,0.007461558096110821
1561391216.7966142,1,0.005992942955344915
1561391216.8001316,1,0.005031680688261986
1561391216.8045242,1,0.00637825159355998
1561391216.8078904,1,0.008630715310573578
1561391216.8142228,1,0.00710055697709322
1561391216.8219464,1,0.00627394113689661
1561391216.8265786,1,0.009393585845828056
1561391216.8266773,1,0.009504690766334534
1561391216.8283057,1,0.01128298882395029
1561391216.828441,1,0.011828562244772911
1561391216.8327394,1,0.009481177665293217
1561391216.833546,1,0.00817246362566948
1561391216.8371305,1,0.007745054550468922
1561391216.839729,1,0.0059037283062934875
1561391216.8450265,1,0.007590194698423147
1561391216.8476183,1,0.00642024539411068
1561391216.8487043,1,0.006886388175189495
1561391216.8503218,1,0.006452290806919336
1561391282.3399942,2,0.005901331081986427
1561391282.3418357,2,0.007624439895153046
1561391282.3422837,2,0.007940084673464298
1561391282.3425922,2,0.007998098619282246
1561391282.3432071,2,0.008069271221756935
1561391282.3432493,2,0.007581415586173534
1561391282.3447902,2,0.006970775313675404
1561391282.346686,2,0.005952844396233559
1561391282.3474016,2,0.005755338352173567
1561391282.347444,2,0.0058170463889837265
1561391282.3477685,2,0.005334171932190657
1561391282.3489962,2,0.003773454111069441
1561391282.3496258,2,0.004433728754520416
1561391282.3499954,2,0.004982274491339922
1561391282.3527014,2,0.004488678649067879
1561391282.3544261,2,0.005076056346297264
1561391282.3573422,2,0.004075653851032257
1561391282.3577302,2,0.004047158174216747
1561391282.3590932,2,0.005433258600533009
1561391282.3591785,2,0.006007347255945206
1561391282.359772,2,0.006321487948298454
1561391282.3600173,2,0.00652260472998023
1561391282.3613462,2,0.009076021611690521
1561391282.3617017,2,0.008731283247470856
1561391282.3640363,2,0.007410209160298109
1561391282.3640501,2,0.007333660498261452
1561391347.292149,3,0.0058319298550486565
1561391347.2937787,3,0.008369553834199905
1561391347.2938461,3,0.00904306210577488
1561391347.2940094,3,0.4358052611351013
1561391347.2964623,3,0.01659868285059929
1561391347.2964952,3,0.016927458345890045
1561391347.2974088,3,0.019970105960965157
1561391347.298121,3,0.02221974916756153
1561391347.3006234,3,0.034466683864593506
1561391347.3017635,3,0.025521760806441307
1561391347.3025486,3,0.026972491294145584
1561391347.3132675,3,0.030867327004671097
1561391347.3177905,3,0.020594725385308266
1561391347.3222454,3,0.013402419164776802
1561391347.3317263,3,0.009470051154494286
1561391347.3377936,3,0.009129722602665424
1561391347.3440092,3,0.008157688193023205
1561391347.344633,3,0.008551203645765781
1561391347.3492959,3,0.007300000172108412
1561391347.35483,3,0.011129675433039665
1561391413.2583323,4,0.009862208738923073
1561391413.2598124,4,0.01157043781131506
1561391413.2598774,4,0.011648965999484062
1561391413.2599096,4,0.01186629943549633
1561391413.2638853,4,0.009003501385450363
1561391413.2724545,4,0.010947324335575104
1561391413.2786572,4,0.00748066883534193
1561391413.279762,4,0.006764179095625877
1561391413.2798045,4,0.006755524314939976
1561391413.2826772,4,0.006460228469222784
1561391413.2868228,4,0.005069962702691555
1561391413.2895129,4,0.0038000347558408976
1561391413.2903981,4,0.0038447948172688484
1561391413.2908368,4,0.003756891470402479
1561391413.2958841,4,0.003323483746498823
1561391413.2973275,4,0.003277086652815342
1561391413.2986982,4,0.0036711690481752157
1561391478.8103285,5,0.004397451411932707
1561391478.8147607,5,0.00362565740942955
1561391478.8220544,5,0.0032889284193515778
1561391478.8242772,5,0.0026375427842140198
1561391478.8248513,5,0.002451568376272917
1561391478.8308375,5,0.0029860972426831722
1561391478.8309004,5,0.002933538518846035
1561391478.8369708,5,0.0023564989678561687
1561391478.8455403,5,0.002088029868900776
1561391478.8466375,5,0.0022560949437320232
1561391478.8484228,5,0.0019766739569604397
1561391478.8573067,5,0.0020316841546446085
1561391478.8605807,5,0.0017431029118597507
1561391478.860711,5,0.0017490631435066462
1561391478.8615232,5,0.0016987922135740519
1561391478.8710253,5,0.0026341620832681656
1561391544.4038932,6,0.002645807806402445
1561391544.4063792,6,0.04483110457658768
1561391544.4075978,6,0.039353128522634506
1561391544.4106767,6,0.04980408772826195
1561391544.4170117,6,0.060013867914676666
1561391544.4171417,6,0.061953067779541016
1561391544.422652,6,0.061944231390953064
1561391544.4230711,6,0.05924978107213974
1561391544.427037,6,0.035314805805683136
1561391544.4291468,6,0.03287395089864731
1561391544.437206,6,0.020059265196323395
1561391544.4450471,6,0.02267288789153099
1561391544.4466434,6,0.0243827011436224
1561391544.4476235,6,0.026106592267751694
1561391544.4528928,6,0.014062372036278248
1561391544.4613988,6,0.018128305673599243
1561391544.464329,6,0.020505337044596672
1561391609.5237565,7,0.01706043630838394
1561391609.5246615,7,0.01597927138209343
1561391609.5281506,7,0.01719130575656891
1561391609.5342228,7,0.011696401983499527
1561391609.5355847,7,0.010719340294599533
1561391609.5356832,7,0.010607477277517319
1561391609.5385296,7,0.009380110539495945
1561391609.539149,7,0.009053651243448257
1561391609.541573,7,0.012077479623258114
1561391609.543089,7,0.011628813110291958
1561391609.547615,7,0.008765723556280136
1561391609.5491188,7,0.008976231329143047
1561391609.5590768,7,0.00919985119253397
1561391609.5599458,7,0.009743640199303627
1561391609.5654325,7,0.057400643825531006
1561391609.5668924,7,0.05680932104587555
1561391609.5670896,7,0.058493878692388535
1561391609.5685463,7,0.06905703246593475
1561391609.5730753,7,0.0645485371351242
1561391609.5753891,7,0.07071320712566376
1561391609.5755596,7,0.07253730297088623
1561391609.5805347,7,0.10048826783895493
