Wall time,Step,Value
1559792195.0808854,0,1.527373194694519
1559792195.0817378,0,1.6312487125396729
1559792195.0866365,0,2.06417179107666
1559792195.0908031,0,2.4196860790252686
1559792195.1017416,0,2.6585254669189453
1559792195.102908,0,2.6043596267700195
1559792195.1105561,0,2.451120376586914
1559792195.111166,0,2.4154117107391357
1559792195.1138453,0,2.3346056938171387
1559792195.1157136,0,2.2953410148620605
1559792195.1196194,0,2.181586265563965
1559792195.1199899,0,2.167240619659424
1559792195.1207373,0,2.0567851066589355
1559792195.133148,0,2.078564167022705
1559792195.1378446,0,2.09836483001709
1559792195.1391711,0,2.154930591583252
1559792195.1472766,0,1.7289611101150513
1559792195.1517568,0,1.907137155532837
1559792195.1527348,0,1.96782648563385
1559792195.1578112,0,3.047198534011841
1559792195.1594703,0,3.5032782554626465
1559792195.162363,0,3.9218883514404297
1559792195.1672034,0,3.6079015731811523
1559792195.168165,0,3.8422913551330566
1559792195.1733785,0,3.1553683280944824
1559792195.1748972,0,2.894685983657837
1559792261.2173874,1,2.5791826248168945
1559792261.2182505,1,2.816371440887451
1559792261.2227798,1,1.9245643615722656
1559792261.242624,1,1.0368776321411133
1559792261.2484548,1,0.8627261519432068
1559792261.2565491,1,1.1421431303024292
1559792261.2619932,1,1.7224806547164917
1559792261.2765288,1,1.5880815982818604
1559792261.2897327,1,0.9674009084701538
1559792261.294461,1,0.6939143538475037
1559792261.294559,1,0.8134061098098755
1559792261.295679,1,0.8017231225967407
1559792261.2960217,1,0.6515823602676392
1559792261.299436,1,0.9177162647247314
1559792261.2997909,1,0.9107834696769714
1559792261.302372,1,0.883094310760498
1559792261.3041127,1,1.0022640228271484
1559792261.3072557,1,0.8319252729415894
1559792261.3088965,1,0.6518198251724243
1559792261.3097532,1,0.8377170562744141
1559792261.3106086,1,0.7901415824890137
1559792327.8696742,2,0.6109778881072998
1559792327.87984,2,0.5769252181053162
1559792327.8830512,2,0.4786221981048584
1559792327.8849928,2,0.6603955030441284
1559792327.8880622,2,0.4466235339641571
1559792327.888968,2,0.4812660217285156
1559792327.8959537,2,0.48423248529434204
1559792327.9056044,2,0.4584071636199951
1559792327.9093113,2,0.47495752573013306
1559792327.9095387,2,0.5058231353759766
1559792327.910932,2,0.5187346935272217
1559792327.9172037,2,0.4437214732170105
1559792327.9196763,2,0.5382931232452393
1559792327.9219086,2,0.44111403822898865
1559792327.9366264,2,0.5137825012207031
1559792327.9452224,2,0.4621870219707489
1559792327.955705,2,0.5517519116401672
1559792327.9569232,2,0.6284852027893066
1559792327.960638,2,0.5551697015762329
1559792327.9612553,2,0.6023423075675964
1559792327.9634576,2,0.5676669478416443
1559792327.9640093,2,0.5684473514556885
1559792327.969035,2,0.6064732074737549
1559792327.9702232,2,0.6648318767547607
1559792327.97766,2,0.5553264617919922
1559792327.9779282,2,0.5311166048049927
1559792394.4036365,3,0.5206824541091919
1559792394.4060354,3,0.5043647885322571
1559792394.40657,3,0.5008668899536133
1559792394.40736,3,0.5205939412117004
1559792394.4109826,3,0.5485833287239075
1559792394.4110606,3,0.5513185858726501
1559792394.4126344,3,0.5262260437011719
1559792394.413423,3,0.5341176986694336
1559792394.417935,3,0.5530039668083191
1559792394.4201725,3,0.5470486283302307
1559792394.4209101,3,0.5640271306037903
1559792394.4461367,3,0.5129837989807129
1559792394.456495,3,0.500133752822876
1559792394.4617946,3,0.5277824401855469
1559792394.4716678,3,0.4488692879676819
1559792394.477648,3,0.4965594708919525
1559792394.4836519,3,0.5028111338615417
1559792394.4840233,3,0.47855526208877563
1559792394.4891593,3,0.5171351432800293
1559792394.4949994,3,0.536426305770874
1559792460.9474993,4,0.5404585599899292
1559792460.9491587,4,0.5378774404525757
1559792460.9498346,4,0.5335774421691895
1559792460.9499002,4,0.5442289113998413
1559792460.9596813,4,0.5233240127563477
1559792460.988013,4,0.5242266654968262
1559792461.007023,4,0.5453559160232544
1559792461.00977,4,0.5484681725502014
1559792461.0104716,4,0.5434694290161133
1559792461.0185368,4,0.5407475829124451
1559792461.0313244,4,0.5137477517127991
1559792461.0393615,4,0.5174348950386047
1559792461.042638,4,0.5234752297401428
1559792461.0440464,4,0.5124627351760864
1559792461.061436,4,0.5420120358467102
1559792461.0660963,4,0.5369064807891846
1559792461.0695913,4,0.5254591703414917
1559792527.689261,5,0.5423253774642944
1559792527.698533,5,0.5450840592384338
1559792527.7111924,5,0.5364106297492981
1559792527.7150893,5,0.531604528427124
1559792527.7157192,5,0.5372930765151978
1559792527.7256272,5,0.5170561671257019
1559792527.7257276,5,0.52033531665802
1559792527.7328105,5,0.544113278388977
1559792527.7391198,5,0.5729049444198608
1559792527.7401261,5,0.5733047127723694
1559792527.7415986,5,0.5739721655845642
1559792527.7474678,5,0.5680466294288635
1559792527.749397,5,0.5654715299606323
1559792527.7496455,5,0.5628172159194946
1559792527.7501326,5,0.5768588185310364
1559792527.7561207,5,0.5804756283760071
1559792593.7937741,6,0.5777868628501892
1559792593.7988627,6,0.5864739418029785
1559792593.800269,6,0.5877684950828552
1559792593.8055758,6,0.5618254542350769
1559792593.8155587,6,0.5024653077125549
1559792593.8157473,6,0.5149112343788147
1559792593.82444,6,0.5788689851760864
1559792593.8245575,6,0.5827358365058899
1559792593.8291838,6,0.5820097923278809
1559792593.8311543,6,0.5872645378112793
1559792593.8382459,6,0.6002745628356934
1559792593.8434644,6,0.5677193999290466
1559792593.8444695,6,0.5712522268295288
1559792593.8451462,6,0.560241162776947
1559792593.8485918,6,0.568964958190918
1559792593.8538651,6,0.575136661529541
1559792593.8555553,6,0.5678269863128662
1559792660.1578884,7,0.5764083862304688
1559792660.1601527,7,0.5810167789459229
1559792660.1671689,7,0.565476655960083
1559792660.1803794,7,0.5730801224708557
1559792660.1833704,7,0.5669289827346802
1559792660.1835868,7,0.5689343214035034
1559792660.1891336,7,0.5621441602706909
1559792660.1905518,7,0.5631213188171387
1559792660.1960397,7,0.5673109889030457
1559792660.1992629,7,0.5901503562927246
1559792660.2094655,7,0.5768080949783325
1559792660.2126462,7,0.5745009183883667
1559792660.2303395,7,0.5640299320220947
1559792660.2319295,7,0.5618993043899536
1559792660.2433238,7,0.5860228538513184
1559792660.2451446,7,0.5872650742530823
1559792660.2459865,7,0.5893117189407349
1559792660.2482173,7,0.5886257290840149
1559792660.2570102,7,0.586731493473053
1559792660.2610672,7,0.586185097694397
1559792660.2619307,7,0.570238471031189
1559792660.2715018,7,0.5642415881156921
1559792726.6723115,8,0.5997308492660522
1559792726.677513,8,0.5850202441215515
1559792726.6800199,8,0.5589877367019653
1559792726.6842575,8,0.5634926557540894
1559792726.6871011,8,0.5892442464828491
1559792726.6871946,8,0.5905574560165405
1559792726.6880589,8,0.603795051574707
1559792726.6899993,8,0.6000187397003174
1559792726.696105,8,0.5574079751968384
1559792726.6964667,8,0.5570908188819885
1559792726.6973865,8,0.5811927318572998
1559792726.7027712,8,0.572012186050415
1559792726.7041636,8,0.5721257925033569
1559792726.70531,8,0.567314088344574
1559792726.7104404,8,0.5772281289100647
1559792726.7107935,8,0.5735647678375244
1559792726.7131565,8,0.5648688077926636
1559792793.1628387,9,0.5673282742500305
1559792793.1727452,9,0.5617178082466125
1559792793.176775,9,0.566837728023529
1559792793.177245,9,0.5664440989494324
1559792793.1798413,9,0.5686959624290466
1559792793.1834705,9,0.5739499926567078
1559792793.186191,9,0.5670446157455444
1559792793.1937976,9,0.5573326945304871
1559792793.1953285,9,0.5631638169288635
1559792793.1955454,9,0.5641041994094849
1559792793.1978838,9,0.5480345487594604
1559792793.2028377,9,0.5507665872573853
1559792793.2317097,9,0.5696245431900024
1559792793.2324514,9,0.5777480602264404
1559792793.2425766,9,0.5813131332397461
1559792793.2465138,9,0.5787345170974731
1559792793.2478056,9,0.5716086626052856
1559792793.252885,9,0.5665024518966675
1559792793.2634554,9,0.5649689435958862
1559792793.2682498,9,0.5832202434539795
1559792793.2774436,9,0.5694164037704468
1559792859.8046052,10,0.5654414892196655
1559792859.8109283,10,0.5739684104919434
1559792859.8275876,10,0.5763763189315796
1559792859.8321116,10,0.5924184322357178
1559792859.8328083,10,0.580268383026123
1559792859.840857,10,0.5863059759140015
1559792859.8453035,10,0.5733119249343872
1559792859.8483832,10,0.5601741075515747
1559792859.8489182,10,0.5800366401672363
1559792859.8499413,10,0.5845613479614258
1559792859.8595347,10,0.5847008228302002
1559792859.8599553,10,0.5830313563346863
1559792859.8627658,10,0.5728675723075867
1559792859.863815,10,0.5749577283859253
1559792859.8700383,10,0.5773552656173706
1559792859.8737319,10,0.5800192356109619
1559792859.8786516,10,0.573363721370697
1559792859.8853967,10,0.5782685279846191
1559792926.1161113,11,0.5806540250778198
1559792926.1165915,11,0.5834127068519592
1559792926.1247602,11,0.5884521007537842
1559792926.1286993,11,0.5919860601425171
1559792926.1293752,11,0.5904202461242676
1559792926.1324842,11,0.5861170887947083
1559792926.1338952,11,0.5736894607543945
1559792926.1424756,11,0.5755727291107178
1559792926.1433249,11,0.5682986974716187
1559792926.1525524,11,0.5779001116752625
1559792926.1803038,11,0.5636516809463501
1559792926.1812618,11,0.5500320196151733
1559792926.1857944,11,0.5516065955162048
1559792926.1943138,11,0.579666256904602
1559792926.1990407,11,0.5637981295585632
1559792926.2089052,11,0.5872187614440918
1559792926.2095127,11,0.5911267995834351
1559792926.2125757,11,0.5831630229949951
1559792926.217393,11,0.582813560962677
1559792926.2292237,11,0.5782642960548401
1559792926.2300653,11,0.5864570736885071
1559792926.2320542,11,0.5852423906326294
1559792992.4399624,12,0.5761385560035706
1559792992.444442,12,0.5774170160293579
1559792992.4478838,12,0.5890040397644043
1559792992.4502535,12,0.577390730381012
1559792992.4608712,12,0.5765177011489868
1559792992.4725502,12,0.5760976076126099
1559792992.4827547,12,0.574700117111206
1559792992.5067215,12,0.5625836253166199
1559792992.5108197,12,0.5883176326751709
1559792992.5242484,12,0.5881931781768799
1559792992.5414083,12,0.5813884735107422
1559792992.5421875,12,0.5930346846580505
1559792992.5595365,12,0.5842064023017883
1559792992.5597293,12,0.5787645578384399
1559793058.8125744,13,0.5855000019073486
1559793058.8212245,13,0.5937787890434265
1559793058.8227406,13,0.5980914831161499
1559793058.8279026,13,0.5804522037506104
1559793058.8406243,13,0.5850679874420166
1559793058.8429072,13,0.5846272110939026
1559793058.845002,13,0.5877891778945923
1559793058.847228,13,0.5919930338859558
1559793058.849911,13,0.5883350968360901
1559793058.8565366,13,0.5846602320671082
1559793058.8623993,13,0.5920674204826355
1559793058.862462,13,0.5822706818580627
1559793058.8654616,13,0.5942751169204712
1559793058.8699293,13,0.5888957977294922
1559793058.8731687,13,0.593652606010437
1559793058.8743646,13,0.5934890508651733
1559793058.8797574,13,0.5871416330337524
1559793058.880151,13,0.5860186815261841
1559793058.8828962,13,0.5833354592323303
1559793058.8832722,13,0.5784127712249756
1559793058.8853338,13,0.5854591727256775
1559793058.8857284,13,0.5775352716445923
